material_id,formula
mp-17013,Ta5Ge3
mp-17190,Sc5Ge3
mp-1722,Zn13Fe
mp-17332,Sc5Ga3
mp-17615,Ta5Ge3
mp-18032,Nb5Ga4
mp-182,SrGa2
mp-1827,SrGa4
mp-1869,GaPd2
mp-1914,YGa2
mp-1941,GaNi
mp-1956,TmGa2
mp-1973,NbGa3
mp-19839,LaGa2
mp-20366,Sm3Ga
mp-20405,V2Ga5
mp-20487,La3Ga
mp-20512,FeSn
mp-2067,ThGa2
mp-20821,NpGa3
mp-20868,Fe2W
mp-21108,U6Fe
mp-21400,Ga3Pt2
mp-2178,YbGa2
mp-22095,Ga2Pt
mp-22337,Hf5Ga3
mp-2377,GaMo3
mp-2408,Ga3Pd5
mp-2444,GaRh
mp-2524,NdGa2
mp-2688,HoGa3
mp-2731,TiGa3
mp-2767,TiGa
mp-305,TiFe
mp-30572,Hf2Ga
mp-30650,Mg2Ga
mp-30651,MgGa2
mp-30660,Ga5Pd
mp-30663,Ga3Pt5
mp-30666,Sc3Ga2
mp-30668,Ta5Ga3
mp-30670,Th3Ga2
mp-30671,Ti2Ga
mp-30672,Ti3Ga
mp-30673,Ti2Ga3
mp-30675,Ti5Ga4
mp-30677,Tm3Ga5
mp-30681,YGa6
mp-30682,ZrGa
mp-30683,ZrGa2
mp-30684,Zr3Ga2
mp-30685,ZrGa3
mp-30686,Zr2Ga3
mp-30703,Hf11Ga10
mp-30704,Nb5Ga3
mp-30923,Ga5Rh3
mp-31205,Zr3Fe
mp-314,Th3Ge2
mp-31467,Ga3Pd7
mp-396,YbGa
mp-454,NaGa4
mp-477,SmGa2
mp-489,Ge4Ir
mp-495,LuGa3
mp-511,PrGe
mp-567454,NdGa3
mp-568128,GaSe
mp-568376,Ta5Ga3
mp-568411,Th2Ga
mp-569320,Sm3Ge5
mp-569382,Nd3Ga
mp-569833,Zr2Ga
mp-570425,YbGa5
mp-570816,Ho5Ga3
mp-570904,GaNi2
mp-571342,TiGa2
mp-623027,Pr2Ga
mp-623066,GaPt3
mp-628781,GeTe
mp-663,NdGe
mp-668,PrGa2
mp-672250,Ti3Ga
mp-684664,GaSb
mp-685077,Fe2Te3
mp-6988,FeN
mp-7390,SrGe2
mp-7542,GeP3
mp-861982,PaGa3
mp-862621,GaPt3
mp-862756,PrGa3
mp-863682,PmGa3
mp-864621,NdGa3
mp-865450,ThGa3
mp-865598,YGa3
mp-867143,SmGa3
mp-867246,TbGa3
mp-867841,GaTc
mp-932,ScGa3
mp-9568,Li3Ga2
mp-971631,GaP
mp-971648,GaP
mp-971720,ZnGa3
mp-972069,Ti3Ga
mp-973300,Lu3Ga
mp-973545,Ga3Te
mp-973850,HoGa3
mp-973875,Ga3Ge
mp-974309,In3Ga
mp-974445,Re3Ge
mp-975664,NdGe3
mp-976111,Ge3Sb
mp-976774,NiGe3
mp-978280,Mg3Ga
mp-978281,Mg3Ga
mp-979423,YGa3
mp-981310,Tl3Ge
mp-982016,Tm3Ga
mp-982557,HoGa3
mp-983359,GaSi3
mp-9918,LiGe
mp-998911,TmGe
mp-999177,SmGa
mvc-11070,FeS2
mp-1001834,HfN
mp-1001916,HfN
mp-1002106,HfPd
mp-1002114,VH
mp-1002122,HfIr
mp-1003,TbGe2
mp-1006132,Hf3Pb
mp-1007656,HfPd3
mp-1007692,HfPd
mp-1007693,HfOs3
mp-1007761,HW
mp-1008734,ThH2
mp-1008920,Mn2Ge
mp-1009219,HfN2
mp-1009238,Hf2Tl
mp-1014219,HfZn
mp-1014231,Hf2Zn
mp-1017530,VH
mp-1018054,HfPt3
mp-1018055,HfIr
mp-1018056,HfNi
mp-1018144,LaH3
mp-1018154,Hf2Hg
mp-1018715,Hf5Pb
mp-1018717,HfSb2
mp-10201,Ge2Mo
mp-10213,YGe2
mp-1025067,ReGe2
mp-1025100,LaGe5
mp-1025422,HoGe3
mp-1025459,HfTe3
mp-1025491,TbGe3
mp-1025513,ZrGe
mp-1027,HfRh3
mp-1042,HfSi
mp-1043,HfV2
mp-1060435,TiH
mp-1069,HfSi2
mp-1070103,Hf2Pt3
mp-1070127,GeH4
mp-1071473,TbGe5
mp-1071768,TbGe2
mp-1072419,SmGe5
mp-1077017,HfV2
mp-1077045,Ti2H
mp-1077156,NdGe5
mp-1077353,TiH2
mp-1077482,TiH2
mp-1078123,Ti4H3
mp-1078573,GeH4
mp-1078686,H3W
mp-1078795,TmGe3
mp-1079127,Ti2H3
mp-1079230,SnH4
mp-1079249,TbH3
mp-1079902,SnH4
mp-1079914,HfSb
mp-1079923,H3W
mp-1080617,GeH4
mp-1080725,SnH4
mp-1084805,YH3
mp-1084830,LaGe
mp-1093,ThGe
mp-1094064,SbH3
mp-1094140,MnGe2
mp-1095024,Ti4H5
mp-1095432,H2W
mp-1095646,H5W
mp-1095669,HfTc2
mp-1096994,HfN
mp-1097767,H3S
mp-1099,NiGe
mp-1101754,Ti4H7
mp-1101810,Ge2W
mp-1102018,HfP2
mp-1104060,Nd2H5
mp-1104286,Ge4Rh
mp-1104418,H6W
mp-1104486,Tm3Ge4
mp-1105296,SrGe3
mp-1105989,Lu5Ge3
mp-11452,HfOs
mp-11453,HfPd3
mp-11454,Hf2Pd
mp-11455,HfPt
mp-11460,HfTc
mp-11595,Yb5Ge3
mp-1168,HfTe5
mp-11722,PrGe2
mp-1184545,HPt3
mp-1184547,Hf3Se
mp-1184548,HPd
mp-1184549,HfTl
mp-1184553,Hf3Pt
mp-1184556,Ge3H
mp-1184558,Hf3Sn
mp-1184570,Hf3Ni
mp-1184571,HgGe3
mp-1184598,HOs3
mp-1184606,HPt3
mp-1184632,Hf3Hg
mp-1184633,Hf3Sn
mp-1184652,Ge3Os
mp-1184664,Hf3Ge
mp-1184665,Ge3O
mp-1184666,HfP3
mp-1184667,Ge3Ir
mp-1184668,Hf3Si
mp-1184672,HfTi3
mp-1184675,HfH3
mp-1184676,Hf3Sn
mp-1184680,HIr
mp-1184681,Hf3Sc
mp-1184682,Ge3Pd
mp-1184683,GeSb3
mp-1184688,Hg3Ge
mp-1184698,Hf3Th
mp-1184703,Hf3Pb
mp-1184726,HgGe3
mp-1184728,Ge3Pt
mp-1184731,HPb
mp-1184747,Hf3Ni
mp-1184752,InGe3
mp-1184767,InH
mp-1184772,Hf3Pb
mp-1184781,InGe3
mp-1184782,GePb3
mp-1185128,La3Hf
mp-1185667,Na3Ge
mp-1186270,Nd3Hf
mp-1186341,NiGe3
mp-1186360,P3H
mp-1186505,Pm3Hf
mp-1186513,Pm3Hf
mp-1186581,PmGe3
mp-1186582,PmHf
mp-1186717,Pr3Hf
mp-1186895,Re3H
mp-1187004,SiGe3
mp-1187011,SmHf
mp-1187023,Sn3Ge
mp-1187027,Sn3Ge
mp-1187030,Sn3Ge
mp-1187066,SnGe3
mp-1187180,Pa3H
mp-1187292,Tb3Ge5
mp-1187341,TbHf
mp-1187415,Tc3Ge
mp-1187495,Tl3Ge
mp-1187501,TlH
mp-1187554,Tl3Ge
mp-1187648,Tm3Ge
mp-1187786,Y3Ge
mp-1187802,Y3Ge
mp-1187975,Yb3H
mp-1188039,Zr3Ge
mp-1188050,ZnGe3
mp-1188310,Tm5Ge3
mp-1189573,Hf5Ir3
mp-1205858,Hf2Ni7
mp-1206371,NbH
mp-1206743,HfS
mp-1206927,Hf2Se
mp-1206932,Np3H
mp-1207004,HfPd2
mp-1208559,TaH4
mp-1209856,NbH4
mp-1216102,Y2Ge3
mp-1217705,Tb2Ge3
mp-1217971,Ta2H
mp-1219196,Sm2Ge3
mp-1224258,HfTi
mp-1224292,HfTa
mp-1224300,HfSc
mp-1224307,HfNb
mp-1224310,GeSb
mp-1224311,GeSb
mp-1224345,HfMo2
mp-1224352,H4Pd3
mp-1224383,Hf3N2
mp-1224388,Hf3N2
mp-1224413,H3Pd4
mp-1238814,H4N
mp-12750,SmGe2
mp-12884,Hf5Te4
mp-13037,TmGe2
mp-13450,HfSb
mp-13683,HfGe2
mp-13688,Ge2Mo
mp-1405,TbGe
mp-1424,GePd
mp-1464,Nd5Ge3
mp-1465,Nd5Ge3
mp-1543,Ge2Pt
mp-15964,Hf3Sb
mp-15965,Hf5Si3
mp-16315,GePt3
mp-16370,Th2Ge
mp-16371,ThGe2
mp-16372,ThGe2
mp-16373,UGe2
mp-1675,Ho3Ge4
mp-16842,Nb5Ge3
mp-1689,HfRe2
mp-17045,Hf3Rh5
mp-17118,Y3Ge5
mp-17124,Pr5Ge3
mp-17381,Y3Ge4
mp-1739,Hf5Ge3
mp-17593,Ta5Ge3
mp-17706,Zr5Ge3
mp-17751,Y5Ge3
mp-17757,Sr5Ge3
mp-17910,Nb5Ge3
mp-19761,LaGe2
mp-20061,GePt2
mp-2015,Nd3Ge5
mp-20576,Ge2Pt3
mp-208,GeIr
mp-20866,GeRh
mp-21008,Ni3Ge
mp-2102,PrGe
mp-2105,Hf3Si2
mp-21104,Hf5Sn3
mp-2129,NdGe2
mp-21328,HfSn
mp-21345,LaGe
mp-2147,SrGe
mp-22050,Hf2In5
mp-22239,GeRh
mp-22585,GeRh2
mp-2363,HfMo2
mp-24082,Ta2H
mp-24095,PrH2
mp-24096,NdH2
mp-24152,HoH2
mp-24153,LaH2
mp-24154,NbH2
mp-24155,ZrH2
mp-24161,TiH2
mp-24201,H2S
mp-24237,ScH2
mp-24286,ZrH2
mp-24288,LuH2
mp-24289,HPd
mp-24291,ThH2
mp-2430,ZrGe2
mp-24417,MoH
mp-24420,H2Se
mp-24513,YH3
mp-24650,YH2
mp-24658,SmH2
mp-24723,TaH2
mp-24724,TbH2
mp-24726,TiH2
mp-24727,TmH2
mp-24728,VH2
mp-2607,UGe3
mp-27731,HfH2
mp-2802,HfRu
mp-2828,HfN
mp-28919,Hf3Te2
mp-29772,YGe3
mp-32565,Tb4H9
mp-32994,Hf4N3
mp-363,NbGe2
mp-423,GePd2
mp-494,GeMo3
mp-505780,Ge7Ir3
mp-510691,Hf5Sn4
mp-514,HfZn2
mp-542595,Ge2W
mp-542640,GePt
mp-542748,Ho3Ge5
mp-567889,TiGe2
mp-568002,HfI3
mp-568151,Ti5Ge3
mp-569037,Y3H2
mp-569891,Nb5Ge3
mp-570870,Hf5Sb9
mp-570960,HfOs2
mp-571322,Nb3Ge
mp-632219,ZrH
mp-632311,Ta2H
mp-634930,YbH3
mp-642644,V2H
mp-642659,V2H
mp-672698,GeTe
mp-690760,TiH
mp-697179,ZrH
mp-697915,Yb3H8
mp-7285,HfNi3
mp-7558,TaGe2
mp-7590,GeP
mp-767,Yb3Ge5
mp-8373,GeP
mp-861,Hf2Ni
mp-861653,ThH3
mp-862731,Pm3Ge
mp-862816,PaGe3
mp-862864,Pa3Ge
mp-862910,PmH3
mp-863656,PmH
mp-864647,Hf2N
mp-865166,HfPd5
mp-866108,HfZn3
mp-867857,SmH3
mp-971753,ZnGe3
mp-971820,ZnH
mp-971826,Tl3H
mp-971835,Tl3H
mp-971928,Zn3Ge
mp-972063,YbGe3
mp-972077,TcGe3
mp-972087,ZrH3
mp-972521,SmGe
mp-972751,Si3Ge
mp-973024,La3Hf
mp-973053,ScH3
mp-973157,Ge3P
mp-973786,H3Pb
mp-973883,Ge3Rh
mp-973906,LuGe2
mp-973963,NiH3
mp-974049,Hf3Pt
mp-974310,In3Ge
mp-974464,ReH3
mp-975524,InGe3
mp-975591,NdHf
mp-975638,Pr3Hf
mp-975657,PrH
mp-975912,Mo3H
mp-975921,HfRu3
mp-976053,Ge3Te
mp-976061,PrGe3
mp-976106,Hf3Tl
mp-976122,Ge3Sb
mp-976128,Hf5Sc
mp-976273,Hf3Ge2
mp-976582,HfSb3
mp-976948,Ni3H
mp-977343,H3Pt
mp-977573,HfH3
mp-978497,Si3H
mp-978797,Sm3Hf
mp-978829,Sm3Hf
mp-978856,SrH3
mp-978992,SnH4
mp-979013,SmGe3
mp-979254,SnGe3
mp-981551,PrGe5
mp-982244,Pa3H
mp-982930,HfTl3
mp-982982,HfH3
mp-983407,HPd3
mp-990441,H2O
mp-9935,GeSb
mp-9938,Hf2Si
mp-9939,Hf2Ge
mp-9953,HfP
mp-9970,ScGe
mp-9971,YGe
mp-998969,TiH
mp-999123,TbH3
mp-1001843,HoP
mp-1001844,HoN
mp-1007690,HgPt3
mp-1007691,HfPt
mp-1007786,HfIr
mp-1008754,TbHg2
mp-1008777,SmHg2
mp-1009017,HoSb
mp-1009113,HoHg2
mp-10149,InSb
mp-1018727,HoS2
mp-1018728,HoSe2
mp-1018732,HoTe2
mp-1021668,In3Sb
mp-1025395,HoTe3
mp-1056900,IN
mp-1057320,NiHg
mp-1057979,IN
mp-1062114,SmHg2
mp-1062597,HoPd2
mp-1062648,TbHg2
mp-1062824,YbHg2
mp-1062935,LaHg2
mp-1063224,HoHg2
mp-1063280,LaHg2
mp-1066522,HgPt3
mp-1067833,SnI3
mp-1071274,HfV2
mp-1072865,HoSn2
mp-10764,HgS
mp-1077147,HoSi2
mp-1078508,HoTe3
mp-1078721,InPd3
mp-1079180,HoPt
mp-1079218,Ho3Sn7
mp-1079421,UHg3
mp-1079810,HfSn2
mp-1080094,SrHg3
mp-1080552,SrHg3
mp-1080577,HoSn3
mp-1087502,HoPd
mp-1092,HoHg
mp-1095094,SnI3
mp-1097011,IN2
mp-1101953,HoOs2
mp-1101968,HoTc2
mp-1102104,Ho2Pt
mp-1102328,HoRe2
mp-1102510,Ho5S7
mp-11028,K3Hg11
mp-1103129,IN5
mp-1103837,HoZn12
mp-1103863,Ho3Pt4
mp-1104206,Ho3Pd4
mp-1104814,Ho3Ni2
mp-1105026,Ho2Te5
mp-1105078,Hf3In4
mp-1105835,Y3In5
mp-1105984,TeI7
mp-1106336,Ho7Rh3
mp-1123,HgS
mp-11456,HfPt3
mp-11457,HfRh
mp-11462,KHg
mp-11466,NaHg2
mp-11468,NdHg2
mp-11470,Hg2Pt
mp-11471,ScHg
mp-11472,SrHg2
mp-11473,TlHg
mp-11474,TlHg3
mp-11475,TmHg
mp-11476,HoIr
mp-11477,HoSn3
mp-1181055,Ho5Tl3
mp-1181185,IO3
mp-1184551,Hg3Pt
mp-1184552,Hf3Ta
mp-1184574,Hg3P
mp-1184608,Hg3Pt
mp-1184651,Hg3Sb
mp-1184658,HgPd3
mp-1184661,Hf3I
mp-1184685,Hg3P
mp-1184700,Hg3Pb
mp-1184702,Hg3Pd
mp-1184707,Ho3Sc
mp-1184723,HfZr3
mp-1184727,Hg3Rh
mp-1184756,IrI
mp-1184789,InHg3
mp-1184798,InPb
mp-1184812,InSn3
mp-1184825,In3Pt
mp-1184841,HoO3
mp-1184852,In3Ni
mp-1184885,HoZr
mp-1184894,In3Sn
mp-1184899,HoTm3
mp-1184920,HoOs3
mp-1184930,HoLu3
mp-1184932,In3Pb
mp-1184933,In3Hg
mp-1184934,In3Si
mp-1184994,KHg3
mp-1185041,KHg3
mp-1185042,KHg3
mp-1185066,La3Hg
mp-1185438,Lu3Hg
mp-1185606,La3Ho
mp-1186043,Na3Hf
mp-1186047,Na3In
mp-1186050,Na3Hg
mp-1186058,Na3Hg
mp-1186137,NaHg3
mp-1186142,NaHg3
mp-1186145,NaHo3
mp-1186150,NaHo3
mp-1186152,NaHg3
mp-1186215,Nb3I
mp-1186269,Nd3Hf
mp-1186273,Nd3I
mp-1186314,NdHg3
mp-1186315,NdHo3
mp-1186385,Pa3Hg
mp-1186445,Pd3I
mp-1186516,Pm3Ho
mp-1186518,Pm3I
mp-1186580,PmHg3
mp-1186584,PmHo3
mp-1186587,PmHo3
mp-1186593,PmI
mp-1186719,Pr3Ho
mp-11870,Hg2Rh
mp-1187047,Sn3Hg
mp-1187064,Th3In
mp-1187088,SnHg3
mp-11871,HoNi
mp-1187119,Sr3Hg
mp-1187285,Tb3Ho
mp-1187294,Tb3Ho
mp-1187299,Tb3In
mp-1187338,TbHo3
mp-1187350,TbHo3
mp-1187410,Th3Hg
mp-1187638,Tl3In
mp-1187665,Ti3In
mp-1187675,YbHo3
mp-1187699,Tm3In
mp-1187742,TlIn3
mp-1187827,TlIn3
mp-1187849,YHo3
mp-1187954,ZnIn3
mp-1188012,Zr3I
mp-1188042,ZrHg3
mp-1188109,Ho3In5
mp-1188417,Ho5In3
mp-1188476,Ho3Pt
mp-1188513,HoSi3
mp-1188721,IN4
mp-1188947,Nd3In5
mp-1189120,Ho3Ir
mp-1190011,Ho3Os
mp-1190039,I3N
mp-1206423,NdIn
mp-1207060,TiI2
mp-1207072,Hf2U
mp-1207380,ZrIn
mp-1216519,TlHg
mp-1216558,Tl3In
mp-1216624,UHg3
mp-1216825,TiIn
mp-1217267,ThHg
mp-1217274,ThHg3
mp-1219907,PrHo
mp-1222812,LaHg3
mp-1223633,InSb
mp-1223650,InHg3
mp-1223653,InSn4
mp-1223654,InPb
mp-1223797,HoTh
mp-1223902,HgTe
mp-1223969,HgPb2
mp-1223984,HgPb3
mp-1224108,HgPb4
mp-1224314,HfMo
mp-1224450,In2Te3
mp-1240,HoS
mp-1250,Lu2In
mp-12544,Ho3Pd2
mp-12899,HoSi
mp-12900,HoSi
mp-13141,HgTe
mp-13236,Ho5Si3
mp-13427,Sr3Hg2
mp-1386,HoPb3
mp-1400,HfW2
mp-1507,HgTe
mp-1540,HoTl
mp-1608,ZrHg3
mp-1630,Zr3Hg
mp-16378,HoS2
mp-1752,HoSi2
mp-17974,Na3Hg2
mp-1811,HgTe
mp-195,HoPt3
mp-1979,HoPd3
mp-20012,InSb
mp-2013,HoTl3
mp-20132,InHg
mp-2041,HoZn2
mp-20433,Ti3In4
mp-20457,InP
mp-2050,HoSb
mp-2054,TbHg
mp-20695,Zr3In
mp-20729,LaIn3
mp-20760,La2In
mp-20800,ZrIn2
mp-20903,PrIn3
mp-21092,InNi2
mp-21215,InPd
mp-21294,Y2In
mp-21431,HoIn3
mp-21477,RbIn4
mp-21486,Tm2In
mp-2163,HoRh
mp-22075,In7Pt3
mp-22282,LaIn2
mp-22682,In2Pt
mp-22704,YIn
mp-22860,LaI
mp-23194,LaI2
mp-23223,TiI3
mp-2354,Ti3Hg
mp-2399,YHg
mp-2459,YbIn
mp-2510,ZrHg
mp-2522,LuHg
mp-2545,YbHg
mp-255,NaHg
mp-2560,Ti3Hg
mp-2579,HoPt2
mp-2681,Ho5Sb3
mp-2685,HgPd
mp-2730,HgTe
mp-27638,NiI2
mp-27652,ThI2
mp-28753,NdI2
mp-29551,Na3Hg
mp-29671,TmI2
mp-30708,HfNi2
mp-30713,Ho2Zn17
mp-30717,KHg2
mp-30719,Mg2Hg
mp-30721,Hg5Pd2
mp-30722,ScHg3
mp-30723,Th2Hg
mp-30724,ThHg3
mp-30725,YHg2
mp-30726,YHg3
mp-30728,HoIn
mp-30730,Ho5Pb3
mp-30734,Ho5Rh3
mp-30735,Ho5Sn3
mp-30736,HoZn3
mp-31472,Rb5Hg19
mp-31473,K2Hg7
mp-31474,Rb2Hg7
mp-464,HoSe
mp-510439,In2Pt3
mp-540904,ThI3
mp-542,SrHg
mp-545619,HgO
mp-546,HoRh2
mp-554055,HoS
mp-568526,SrHg2
mp-568838,Hg4I7
mp-569103,Mg3Hg
mp-569851,Ho10Si17
mp-570362,Sr5In3
mp-570560,Na3Hg2
mp-570578,ZrIn3
mp-570749,YbHg2
mp-570835,NiHg4
mp-571060,In9Pt13
mp-571292,ZnI2
mp-623,HgPt
mp-673,HoNi2
mp-675332,InI4
mp-684692,IN3
mp-685148,Ho2O3
mp-731,Mg3Hg
mp-734,LaHg
mp-744,HoP
mp-7925,HoSb2
mp-832,HoPd
mp-861487,PrHg3
mp-862332,LaHg3
mp-862601,RhI2
mp-863720,HgPd3
mp-865171,YbHg3
mp-865259,HoHg3
mp-865327,TmHg3
mp-867288,TbHg3
mp-8675,HgPd
mp-867879,SmHg3
mp-919,HoTe
mp-928,HoIr2
mp-936,Hg4Pt
mp-957,HgSe
mp-971757,ZnHg3
mp-971767,ZnHg3
mp-971803,ZnHg3
mp-972095,Zn3Hg
mp-972175,Zn3In
mp-972185,Tl3Hg
mp-972471,Sm3Ho
mp-972607,SmHo3
mp-973295,Mg5Hg
mp-973601,HgI3
mp-973674,HgN
mp-973676,HgS
mp-973685,NdHo3
mp-973689,Ho3Lu
mp-973796,PmHo
mp-973896,Ni3I
mp-973969,HoTa3
mp-973992,Ho3Pb
mp-974315,RuI
mp-974336,HoO
mp-974457,Ru3I
mp-974617,Hg3Pd
mp-974951,Rb3Hg
mp-974982,Rb3In
mp-974990,Rb3Hg
mp-975142,RhI
mp-975170,RbHg3
mp-975452,Hg3Rh
mp-975461,Hg3Sb
mp-975511,InSb3
mp-975592,Pr3I
mp-975658,PrHo3
mp-976029,Ho3Zr
mp-976319,NaHo3
mp-976417,Nd3Hg
mp-976418,Nd3Ho
mp-976420,Nd3Ho
mp-976581,Nd3I
mp-976588,HoTh3
mp-976679,HoSb3
mp-976867,Pm3I
mp-977129,HgPd3
mp-977145,Ho3P
mp-977242,Hg3Sb
mp-978009,HgOs
mp-978094,NdHo3
mp-978282,Mg3Hg
mp-978533,SiHg3
mp-978652,SiHg3
mp-978679,SmI
mp-978798,Sm3I
mp-978949,Sm3Ho
mp-980082,YHo3
mp-981391,Hg3Ir
mp-981545,Ho3Zr
mp-981546,PrHo3
mp-982018,Ho3Sb
mp-982065,PrHo3
mp-982376,SrHg3
mp-982619,Ho3Tm
mp-982663,K3Ho
mp-982665,K3In
mp-9827,RbHg2
mp-983365,K3Hg
mp-983388,K3Hg
mp-984754,PmHo3
mp-1007660,IrN
mp-1007661,InSb
mp-1007664,InPd3
mp-1008986,IrN
mp-1008987,IrN
mp-1009005,IrN
mp-1009015,IrN
mp-10125,SbIr
mp-1014261,IrO2
mp-10148,InSb
mp-1017541,ZrIr
mp-10187,TeIr
mp-1018733,IrN2
mp-1018734,IrN
mp-1021489,IrO3
mp-1022963,IrO3
mp-1044,UIr3
mp-1062620,Sr2Ir
mp-1064508,K3Pd
mp-1066162,IrN
mp-1066655,K3Rh
mp-1068510,In2Te3
mp-1069815,In3Pt2
mp-1071868,KN2
mp-1077297,Zr2Ir
mp-1078602,ZrIn3
mp-1079131,VIr
mp-1079544,KTl
mp-1079582,VIr
mp-1080016,Tl3Ir
mp-1080586,Sn4Ir
mp-1080608,SrIn3
mp-1082,VIr3
mp-10844,Te2Ir
mp-10845,Te2Ir
mp-1089,TiIr3
mp-1095497,YIr3
mp-1095683,NbIr
mp-1101787,LaSi5
mp-1101826,Ir3S8
mp-1101882,NdIr3
mp-1102235,IrN2
mp-1102261,IrS2
mp-1103038,SiIr2
mp-1103373,KSn2
mp-1103512,Te2Ir
mp-1104160,Pr5Ir2
mp-1104303,La3Ir2
mp-1104396,La5Ir2
mp-1104500,Sm5Ir2
mp-1104605,Nd5Ir2
mp-1105025,In2Te3
mp-1106276,Tb3Ir
mp-1106395,Pr3Ir
mp-1120,Mo3Ir
mp-1128,SiIr
mp-1129,ScIr
mp-1147622,InS2
mp-1147625,InS2
mp-11481,MoIr
mp-11482,MoIr3
mp-11483,TmIr
mp-11484,ZrIr
mp-11801,K3N
mp-1180621,KS
mp-1180737,KSe
mp-1180789,K3Rh
mp-1180810,K3Rh
mp-1180861,K2Pd
mp-1184749,IrSe
mp-1184761,Ir3Os
mp-1184768,IrRh3
mp-1184771,Ir3Rh
mp-1184774,IrN
mp-1184776,InSn3
mp-1184777,Ir3Pb
mp-1184783,Ir3Se
mp-1184784,IrPd3
mp-1184791,InRh3
mp-1184794,IrRh3
mp-1184797,Ir3Pb
mp-1184809,InO
mp-1184826,In3Pd
mp-1184844,K3Na
mp-1184853,In3Si
mp-1184857,In3Pt
mp-1184871,K3Lu
mp-1184875,K3Ir
mp-1184883,In3Se
mp-1184892,In3S
mp-1184893,K3Na
mp-1184903,K3Nd
mp-1184921,In3Pb
mp-1184929,In3Ni
mp-1184963,KPm3
mp-1185005,KLa3
mp-1185006,KSr3
mp-1185019,KYb3
mp-1185029,K3Zn
mp-1185031,K3Zn
mp-1185043,In3Pd
mp-1185053,KPt3
mp-1185054,K3In
mp-1185057,K3Yb
mp-1185080,KRb3
mp-1185082,KYb3
mp-1185088,KSm3
mp-1185090,K3Rb
mp-1185095,K3Y
mp-1185097,K3Zn
mp-1185104,KIn3
mp-1185106,KTe3
mp-1185107,KRb3
mp-1185111,K3Pr
mp-1185119,K3Rb
mp-1185120,K3Tl
mp-1185147,La3Sm
mp-1185157,K3Pm
mp-1185177,K3Th
mp-1185202,KPb3
mp-1185478,Lu3In
mp-1186049,Na3Ir
mp-1186158,NaIn3
mp-1186231,NbIr3
mp-1186752,PrIr3
mp-1186848,Rb3In
mp-1186902,Re3Ir
mp-1187,ThIr2
mp-1187093,SnIr3
mp-1187154,SrIn3
mp-1187196,Ta3Ir
mp-1187241,TaIr3
mp-1187887,ThIn
mp-1188074,Zn3In
mp-1188416,Tb3In5
mp-1188506,La3Ir
mp-1188557,Sm3In5
mp-1188565,In5Sb3
mp-1188649,Tb5Ir3
mp-1188697,Zr5Ir3
mp-1188750,Nd2Ir7
mp-1189599,Pr3In5
mp-1189686,Nd3Ir
mp-1189800,Yb5Ir3
mp-1190236,La2Ir7
mp-1191706,Zr2Ir
mp-1206096,KSb3
mp-1206268,ScIn2
mp-1206287,LuIn2
mp-1206308,SiIr2
mp-1206486,SrIn5
mp-1206741,Si2Ir
mp-1206819,ZnIr
mp-1207100,ScIn
mp-1207221,In2Sb
mp-1207785,Y3Ir
mp-1208004,Tm5Ir3
mp-1215265,ZrIn
mp-1216454,V4Ir
mp-1216527,TlIn
mp-1216611,TlIn3
mp-1217409,TcIr
mp-1219241,Si2Ir3
mp-1219533,ReIr
mp-1219535,ReIr3
mp-1220071,NiIr
mp-1220719,Nb3In
mp-1221414,MoIr
mp-1221426,MoIr4
mp-1221469,Mo4Ir
mp-1223125,La2Si3
mp-1223637,InSb
mp-1223655,IrOs
mp-1223656,InPt
mp-1223665,IrPt
mp-1223666,Ir4W
mp-1223675,IrPd
mp-1223677,Ir4Os
mp-1223699,InPd3
mp-1223722,InSn3
mp-1223778,IrW
mp-1223784,K2O
mp-1223860,IrRu
mp-1223890,In4Pb
mp-1223919,IrRh
mp-1224025,In3Sn
mp-1224042,In3Pt5
mp-1232036,InSe2
mp-1235,TiIr
mp-12593,ScIr3
mp-12774,ThIr
mp-1281,VIr
mp-13076,IrN2
mp-1339,NbIr3
mp-1359,NbIr
mp-1384,LaIr5
mp-1458,Nb3Ir
mp-1463,LaIr2
mp-1529,LuIr
mp-1551,Te2Ir
mp-1584,YbIr2
mp-1655,UIr2
mp-1761,LuIr2
mp-1841,SiIr3
mp-1909,LaMg2
mp-19744,InSb
mp-19764,Pr3In
mp-19854,Pr2In
mp-19876,InNi
mp-19907,In2Se3
mp-1996,NdIr3
mp-19977,SmIn3
mp-20033,SnIr
mp-20050,InP3
mp-2006,V3Ir
mp-20074,SrIn2
mp-20131,YIn3
mp-20206,ThIn3
mp-20253,InSb
mp-20298,SmIn
mp-20466,Sn7Ir5
mp-20469,YbIn3
mp-20516,InPt3
mp-20539,ScIn3
mp-20566,MgIn3
mp-20582,LaIn
mp-20628,NaIn
mp-20812,InN
mp-2082,PIr2
mp-2083,Sn2Ir
mp-20848,TmIn
mp-20909,La3In
mp-20920,TbIn3
mp-20997,InNi
mp-21170,KPb2
mp-21177,TmIn3
mp-21197,NdIn3
mp-21202,Sm3In
mp-21210,InSb
mp-21293,Li3In2
mp-21428,Th2In
mp-21483,Nd3In
mp-2149,NpIr2
mp-22040,Sn7Ir3
mp-22060,Nb3In
mp-22466,SrIn4
mp-22481,KIn4
mp-2263,ScIr2
mp-22646,InPd2
mp-22812,In2Ir
mp-22846,In5S4
mp-2285,Te2Ir
mp-2597,InTe
